"﻿""カードID(内部ID)""",カードハッシュ,カードID(モバゲーID),カード名,カード別名,アイドルID(内部ID),アイドル名,属性,レアリティ,特訓後,身長,体重,バストサイズ,ウエストサイズ,ヒップサイズ,コスト,初期攻,初期守,最大攻(推定値),最大守(推定値),特技名,メイン特技効果,ダブル特技効果,アイプロ育成アイドル,フリートレード制限中,システム追加日時
2880,f3785b4e58b357a89d3abc48ae4a25cc,2217001,[パラダイスリゾート]高橋礼子,,71,高橋礼子,Cool,R,False,167,51,91,62,90,13,1760,3220,4620,8453,三十路ﾎﾞﾃﾞｨ,ｸｰﾙ･ﾊﾟｯｼｮﾝﾀｲﾌﾟの守 ﾗﾝﾀﾞﾑで中～大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2881,8b93d1e5afa99347a6fcfa8f5a5a8586,2317002,[パラダイスリゾート]高橋礼子+,,71,高橋礼子,Cool,R+,True,167,51,91,62,90,13,2112,3864,6996,12801,三十路ﾎﾞﾃﾞｨ,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の守 ﾗﾝﾀﾞﾑで中～大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2882,b0daf9e54ee010a9f898f304243bbd06,2218801,[インモーション]高橋礼子,,71,高橋礼子,Cool,R,False,167,51,91,62,90,13,2940,2120,7718,5565,ﾌｧｼﾈｰｼｮﾝ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2883,3620cdf9b0524f7ffdfeb8e7cfac9400,2318802,[インモーション]高橋礼子+,,71,高橋礼子,Cool,R+,True,167,51,91,62,90,13,3528,2544,11687,8428,ﾌｧｼﾈｰｼｮﾝ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2884,a7fa225473c0d3eac3e226b3d9a5621f,2323802,[マダム・マミー]高橋礼子+,,71,高橋礼子,Cool,R+,True,167,51,91,62,90,13,3400,3400,9775,9775,誘いの燭台,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻守 大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2885,d507a4e135271b117fe48e96f304efdf,2226201,[トレランスパンサレス]高橋礼子,,71,高橋礼子,Cool,R,False,167,51,91,62,90,14,2740,2700,7193,7088,心ばせｷﾞﾌﾄ,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻守 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2886,044f3dda15df99f500884ebb320467cb,2326202,[トレランスパンサレス]高橋礼子+,,71,高橋礼子,Cool,R+,True,167,51,91,62,90,14,3288,3240,10893,10733,心ばせｷﾞﾌﾄ,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻守 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2887,c7fc22efe7292a115f75036198638695,2229501,[ホーリーコーラス]高橋礼子,,71,高橋礼子,Cool,R,False,167,51,91,62,90,13,2940,2080,7718,5460,ｵﾄﾅのﾏﾅｰ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻 大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2888,b2649350266c291beb9d570c256463d8,2329502,[ホーリーコーラス]高橋礼子+,,71,高橋礼子,Cool,R+,True,167,51,91,62,90,13,3528,2496,11687,8268,ｵﾄﾅのﾏﾅｰ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2889,80f220421f35735f67d05ee5648c0fb9,2234801,[スペリオールマドンナ]高橋礼子,,71,高橋礼子,Cool,R,False,167,51,91,62,90,14,2740,2700,7193,7088,魅惑の仕草,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻守 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2890,939c5ce2a2e3daa089c91b70c8b01f5f,2334802,[スペリオールマドンナ]高橋礼子+,,71,高橋礼子,Cool,R+,True,167,51,91,62,90,14,3288,3240,10858,10699,魅惑の仕草,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻守 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2891,039bbb4300c231ff4d9afd4c3d096c52,2402101,[妖しき雌豹]高橋礼子,,71,高橋礼子,Cool,SR,False,167,51,91,62,90,10,2000,1920,5250,5040,ｵﾄﾅの魅力,ｸｰﾙﾀｲﾌﾟの攻守 中ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2892,62f5c0944ca2ad486b29b8b913479cf0,2502102,[妖しき雌豹]高橋礼子+,,71,高橋礼子,Cool,SR+,True,167,51,91,62,90,10,2400,2304,7950,7632,ｵﾄﾅの魅力,ｸｰﾙﾀｲﾌﾟの攻守 大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2893,86c4bdb562fd8e4f75e9f6186bf5f7c7,2406101,[魅惑のカクテルレディ]高橋礼子,,71,高橋礼子,Cool,SR,False,167,51,91,62,90,17,3380,4460,8873,11708,ｵﾄﾅの色気,全ﾀｲﾌﾟのﾊﾞｯｸﾒﾝﾊﾞｰ上位10人の守 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2894,584c3fe5210a9dfbd497c164ee2bb8e6,2506102,[魅惑のカクテルレディ]高橋礼子+,,71,高橋礼子,Cool,SR+,True,167,51,91,62,90,17,4056,5352,13437,17729,ｵﾄﾅの色気,全ﾀｲﾌﾟのﾊﾞｯｸﾒﾝﾊﾞｰ上位10人の守 ﾗﾝﾀﾞﾑで特大～極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2895,66f6b003936de3d8218ed6d75e7725bf,2424201,[セクシー・ロワイヤル]高橋礼子,,71,高橋礼子,Cool,SR,False,167,51,91,62,90,14,3360,2540,8820,6668,本気のｶﾗﾀﾞ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2896,b6f3e564d927a8741fef257195584e32,2524202,[セクシー・ロワイヤル]高橋礼子+,,71,高橋礼子,Cool,SR+,True,167,51,91,62,90,14,4032,3048,13356,10097,本気のｶﾗﾀﾞ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 ﾗﾝﾀﾞﾑで特大～極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2897,48699172a15eb286179eb1b4daa8c46f,2439901,[アモラス・ロワイヤル]高橋礼子,,71,高橋礼子,Cool,SR,False,167,51,91,62,90,20,4720,4840,12390,12705,誘惑のﾀﾞﾝｽ,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻守 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2898,79b7221bfb5db0a94baf512abe1eb5eb,2539902,[アモラス・ロワイヤル]高橋礼子+,,71,高橋礼子,Cool,SR+,True,167,51,91,62,90,20,5664,5808,18762,19240,誘惑のﾀﾞﾝｽ,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻守 ﾗﾝﾀﾞﾑで特大～極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2899,23a02a8fec5e02dadc510dc8fb72d7f5,2447401,[グレースフルチアー]高橋礼子,,71,高橋礼子,Cool,SR,False,167,51,91,62,90,20,4800,4820,12600,12653,ｺｸ深ｻｰﾋﾞｽ,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻守 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2900,2d71763ffdfdd0ace9d41bdef862aa0a,2547402,[グレースフルチアー]高橋礼子+,,71,高橋礼子,Cool,SR+,True,167,51,91,62,90,20,5760,5784,19080,19161,ｺｸ深ｻｰﾋﾞｽ,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻守 ﾗﾝﾀﾞﾑで特大～極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2901,d7dec3c58513c892ae28ce692f1d9c06,2227601,[運気上昇]鷹富士茄子,,132,鷹富士茄子,Cool,R,False,160,43,88,57,88,14,2760,2700,7245,7088,幸運の声,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻守 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2902,89bfa866799f61e56ef2e9ad90df0abd,2327602,[運気上昇]鷹富士茄子+,,132,鷹富士茄子,Cool,R+,True,160,43,88,57,88,14,3312,3240,10972,10733,幸運の声,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻守 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2903,bf1cee7c5f1620d1328b295abb2b3573,2400701,[幸運の女神]鷹富士茄子,,132,鷹富士茄子,Cool,SR,False,160,43,88,57,88,15,3000,3000,7875,7875,ﾗｯｷｰｶﾞｰﾙ,全ﾀｲﾌﾟの攻守 大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:59
2904,6b856c4fa2d4b26fd50a8169f19ebb51,2500702,[幸運の女神]鷹富士茄子+,,132,鷹富士茄子,Cool,SR+,True,160,43,88,57,88,15,3600,3600,11926,11926,ﾗｯｷｰｶﾞｰﾙ,全ﾀｲﾌﾟの攻守 特大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:59
2905,5b1bae277355a1691544753b57fac1d0,2404901,[強運の才女]鷹富士茄子,,132,鷹富士茄子,Cool,SR,False,160,43,88,57,88,17,4200,3320,11025,8715,ﾗｯｷｰｽﾏｲﾙ,ｸｰﾙ･ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2906,358368dbd0dc56c11cf93069d1d75911,2504902,[強運の才女]鷹富士茄子+,,132,鷹富士茄子,Cool,SR+,True,160,43,88,57,88,17,5040,3984,16696,13198,ﾗｯｷｰｽﾏｲﾙ,ｸｰﾙ･ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻 ﾗﾝﾀﾞﾑで特大～極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2907,17a125ea352bda654afef2d07eb1ebc7,2411701,[謹賀新年]鷹富士茄子,,132,鷹富士茄子,Cool,SR,False,160,43,88,57,88,18,4400,4380,11550,11498,幸せの呼び声,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻守 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2908,88f8892b760b11a663e8403c3870763a,2511702,[謹賀新年]鷹富士茄子+,,132,鷹富士茄子,Cool,SR+,True,160,43,88,57,88,18,5280,5256,17490,17411,幸せの呼び声,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻守 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2909,98f83a297189bc85c6b368df4c369af8,2420201,[多芸の才女]鷹富士茄子,,132,鷹富士茄子,Cool,SR,False,160,43,88,57,88,20,5940,4360,15593,11445,天香具弓の調,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2910,46fc14a63a4822541cca86f95ea2cf76,2520202,[多芸の才女]鷹富士茄子+,,132,鷹富士茄子,Cool,SR+,True,160,43,88,57,88,20,7128,5232,23613,17332,天香具弓の調,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2911,132ee5e2eafd0c8749ff85a491297a42,2430301,[雪月花]鷹富士茄子,,132,鷹富士茄子,Cool,SR,False,160,43,88,57,88,22,6660,4720,17483,12390,運気上々,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位4～5人の攻 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2912,f6b971137b54ffdbd6f9b1671ccdb7bc,2530302,[雪月花]鷹富士茄子+,,132,鷹富士茄子,Cool,SR+,True,160,43,88,57,88,22,7992,5664,26475,18762,運気上々,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位4～5人の攻 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2913,a6becd927cf9c07c6f8a3a0675cb5eee,2437701,[慶福の雪路]鷹富士茄子,,132,鷹富士茄子,Cool,SR,False,160,43,88,57,88,23,6260,6240,16433,16380,開運あいさつ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻守 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2914,715b793aa4d3b15051658c0100f70bde,2537702,[慶福の雪路]鷹富士茄子+,,132,鷹富士茄子,Cool,SR+,True,160,43,88,57,88,23,7512,7488,24885,24804,開運あいさつ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻守 超絶ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2915,4c51644cc4960982b30add70ff241fcf,2441701,[福果の雫]鷹富士茄子,,132,鷹富士茄子,Cool,SR,False,160,43,88,57,88,24,6720,6640,17640,17430,冷たい幸せ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻守 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2916,589576f7046af0d21e6b5ac6113b91a2,2541702,[福果の雫]鷹富士茄子+,,132,鷹富士茄子,Cool,SR+,True,160,43,88,57,88,24,8064,7968,26712,26394,冷たい幸せ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻守 超絶ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2917,b6bfc286e6325b05e4413ab6c373e428,2446001,[至幸の甘味]鷹富士茄子,,132,鷹富士茄子,Cool,SR,False,160,43,88,57,88,24,7660,5720,20108,15015,和らぎﾃｨｰﾀｲﾑ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 ﾗﾝﾀﾞﾑで絶大～超絶ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2918,d2502f25e01aa3716f877edd09d3d301,2546002,[至幸の甘味]鷹富士茄子+,,132,鷹富士茄子,Cool,SR+,True,160,43,88,57,88,24,9192,6864,30449,22738,和らぎﾃｨｰﾀｲﾑ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 ﾗﾝﾀﾞﾑで超絶～究極ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2919,0dfbaed28d6c4f5f9acfc3a2ca137678,2449401,[碧海の幸神]鷹富士茄子,,132,鷹富士茄子,Cool,SR,False,160,43,88,57,88,24,7680,6060,20160,15908,導きの波音,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 ﾗﾝﾀﾞﾑで絶大～超絶ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2920,e33517a33f65a55053ec46806f4f9de9,2549402,[碧海の幸神]鷹富士茄子+,,132,鷹富士茄子,Cool,SR+,True,160,43,88,57,88,24,9216,7272,30528,24089,導きの波音,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位5人の攻 ﾗﾝﾀﾞﾑで超絶～究極ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2921,fa2dec52d070ce84f31fe991bd02a9f4,2200401,高峯のあ,,96,高峯のあ,Cool,R,False,168,48,87,55,86,6,620,940,1628,2468,ｸｰﾙﾀﾞﾝｽ,ｸｰﾙﾀｲﾌﾟの守 小ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2922,601fe50f575ef26e92fdf9c2d6536286,2300402,高峯のあ+,,96,高峯のあ,Cool,R+,True,168,48,87,55,86,6,744,1128,2465,3737,ｸｰﾙﾀﾞﾝｽ,ｸｰﾙﾀｲﾌﾟの守 小ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2923,df24296562d7ff98a40501958c234758,2206601,[サイバネティックビューティー]高峯のあ,,96,高峯のあ,Cool,R,False,168,48,87,55,86,12,2280,2280,5985,5985,秘めたるｺｺﾛ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻守 中ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:59
2924,0512fbcece083f4b2077d3ba763bfc59,2306602,[サイバネティックビューティー]高峯のあ+,,96,高峯のあ,Cool,R+,True,168,48,87,55,86,12,2736,2736,9063,9063,秘めたるｺｺﾛ,ｷｭｰﾄ･ﾊﾟｯｼｮﾝﾀｲﾌﾟの攻守 中ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:59
2925,22cd8051835cfd6702d130844565c9a4,2321002,[全味万能]高峯のあ+,,96,高峯のあ,Cool,R+,True,168,48,87,55,86,13,3880,2820,11155,8108,高峯流調理術,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2926,080ff95ef15907ec9dde885760b35ca5,2230201,[定常の薄片]高峯のあ,,96,高峯のあ,Cool,R,False,168,48,87,55,86,14,3260,2220,8558,5828,ﾘｱﾙｸﾛｰｽﾞ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2927,dc44f2b08fa035521ae2c420f188395f,2330202,[定常の薄片]高峯のあ+,,96,高峯のあ,Cool,R+,True,168,48,87,55,86,14,3912,2664,12959,8825,ﾘｱﾙｸﾛｰｽﾞ,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の攻 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2928,84b72c4e84ba7d8ec4767638ef6e4333,2235501,[新春浪漫]高峯のあ,,96,高峯のあ,Cool,R,False,168,48,87,55,86,14,3240,2280,8505,5985,光陰の節目,ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位4人の攻 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2929,733970eab21286369c8512a48dc9f54a,2335502,[新春浪漫]高峯のあ+,,96,高峯のあ,Cool,R+,True,168,48,87,55,86,14,3888,2736,12880,9064,光陰の節目,ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位4人の攻 ﾗﾝﾀﾞﾑで特大～極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2930,5536970e67c8939507bca6638a6726c5,2237801,[艶めく京の町]高峯のあ,,96,高峯のあ,Cool,R,False,168,48,87,55,86,14,2420,2860,6353,7508,現の京洛,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の守 ﾗﾝﾀﾞﾑで大～特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2931,ea8f2debee7ea75735a2f425f94e53bb,2337802,[艶めく京の町]高峯のあ+,,96,高峯のあ,Cool,R+,True,168,48,87,55,86,14,2904,3432,9621,11369,現の京洛,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1人の守 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2932,b91812d174f27857fc52fcd2a132cf1d,2237901,[微笑む京の町]高峯のあ,,96,高峯のあ,Cool,R,False,168,48,87,55,86,14,2720,2680,7140,7035,現の京洛,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位1～2人の攻守 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2933,9a804229c184c183c87a1df65696fb2a,2337902,[微笑む京の町]高峯のあ+,,96,高峯のあ,Cool,R+,True,168,48,87,55,86,14,3264,3216,10812,10654,現の京洛,ｸｰﾙ･ﾊﾟｯｼｮﾝのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位2人の攻守 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2934,5318a142d7ac9c1442963b5a74114a12,2401201,[寡黙の女王]高峯のあ,,96,高峯のあ,Cool,SR,False,168,48,87,55,86,15,2640,3140,6930,8243,孤高の瞳,自分の攻守 大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2935,e5e24d0c31229301ba067bd7b55c07f1,2501202,[寡黙の女王]高峯のあ+,,96,高峯のあ,Cool,SR+,True,168,48,87,55,86,15,3168,3768,10493,12483,孤高の瞳,自分の攻守 特大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2936,9e4f24a0d5ffb26f7c9c24c818ba09df,2405301,[ミステリアスメイド]高峯のあ,,96,高峯のあ,Cool,SR,False,168,48,87,55,86,17,4380,3200,11498,8400,謎めく視線,全ﾀｲﾌﾟの守 ﾗﾝﾀﾞﾑで大～特大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:59
2937,5e07fd98a4bc380a8fa8a54bb0fc8402,2505302,[ミステリアスメイド]高峯のあ+,,96,高峯のあ,Cool,SR+,True,168,48,87,55,86,17,5256,3840,17411,12720,謎めく視線,全ﾀｲﾌﾟの守 ﾗﾝﾀﾞﾑで特大～極大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:59
2938,eb19babf3f607140e5e7729c2c7bd063,2408801,[トランセンドバニー]高峯のあ,,96,高峯のあ,Cool,SR,False,168,48,87,55,86,18,4460,4120,11708,10815,ﾑｰﾝﾗｲﾄｱｲｽﾞ,全ﾀｲﾌﾟの攻守 特大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:59
2939,e48b28d85c30e5e1beb133623913e970,2508802,[トランセンドバニー]高峯のあ+,,96,高峯のあ,Cool,SR+,True,168,48,87,55,86,18,5352,4944,17729,16378,ﾑｰﾝﾗｲﾄｱｲｽﾞ,全ﾀｲﾌﾟの攻守 極大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:59
2940,ebeffaed713567cdde72ef9093f78574,2414801,[銀弾の射手]高峯のあ,,96,高峯のあ,Cool,SR,False,168,48,87,55,86,19,5480,3880,14385,10185,意志の弾丸,全ﾀｲﾌﾟの攻 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2941,50b4f24a6dad70b40a3aa9084cd1440f,2514802,[銀弾の射手]高峯のあ+,,96,高峯のあ,Cool,SR+,True,168,48,87,55,86,19,6576,4656,21784,15424,意志の弾丸,全ﾀｲﾌﾟの攻 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2942,4eb2a1368c3fd86ecc07cab40f40e1ad,2426801,[イグナイトアビリティーズ]高峯のあ,,96,高峯のあ,Cool,SR,False,168,48,87,55,86,21,6360,4500,16695,11813,刹那の交錯,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位4人の攻 極大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2943,90e8bb440dc7b7d442a7e0a54a5a159c,2526802,[イグナイトアビリティーズ]高峯のあ+,,96,高峯のあ,Cool,SR+,True,168,48,87,55,86,21,7632,5400,25282,17889,刹那の交錯,ｷｭｰﾄ･ｸｰﾙのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位4人の攻 絶大ｱｯﾌﾟ,,False,False,2018/10/09 05:41:59
2944,eb6c39fd1f1cc9a59cb18cab01f5cf01,2432901,[インスペクトコンコルディア]高峯のあ,,96,高峯のあ,Cool,SR,False,168,48,87,55,86,22,5860,5860,15383,15383,ｽﾌﾟﾘﾝﾄﾒﾄﾛﾎﾟﾘｽ,全ﾀｲﾌﾟのﾌﾛﾝﾄﾒﾝﾊﾞｰ及びﾊﾞｯｸﾒﾝﾊﾞｰ上位4～5人の攻守 極大ﾀﾞｳﾝ,,False,False,2018/10/09 05:41:59
